Structure_ID,Structure_Number,Line_Name,Number_of_Circuits,Structure_Status,Structure_Owner,Old_Primary_Circuit_ID,Structure_Comments,Structure_Global_ID,Structure_Object_ID,StructureMaterial,StructureType,StructureHeight,StructureLatitude,StructureLongitude,Inspection_Date,Inspection_Comments,Inspection_Attribute_Name,Inspection_Status,WorkOrder_Name,WorkOrder_Status,WorkOrder_Due_Date,WorkOrder_Created_By,WorkOrder_Assigned_Date,WorkOrder_Assigned_To
5A654466-B819-4296-9DD9-23594AD7F9B3,56,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,542F4901-57B8-4681-8821-9F89ABAF733A,192014,Lattice,,150,37.64178979,-84.6252667,2022-01-11 16:43:09.8017475,,DIAGONAL: Pole 5,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,In Service,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90727986,-84.07079113,2024-11-04 18:44:44.5222667,,POLE WALL: Leg 3,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
ED22A6A8-F84E-4DEA-9D54-6B53360EC4C7,039,KENWOOD 6638 (SD-100) - SEMINOLE 6638 (SD-23),,,LGE,6638,,CD0826D1-7B18-4197-B419-84BCBA7CEE72,36065,,,,38.1796337,-85.76326838,2024-02-20 20:57:01.7793359,,CONDUCTOR,GOOD,695054 Derby OCMO345 Derby24,Completed,,,2024-02-12 22:33:18.2130000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
7D1CE227-84DF-4961-BF2D-A4BDE095E4CC,79,KENTON 091 (624) - MID MAYSVILLE 531 (605sn),1,,KU,003805AC,,A81F6EBC-0CB0-4D85-B0E8-8B9966140E87,26988,Wood Pole,,,38.64359053,-83.76363238,2023-01-04 20:03:50.5604670,,ANCHOR STUB POLE,GOOD,693021 Maysville strs 89 and Less Kris,Completed,,,2023-01-03 00:26:18.1930000,128E40B6-9004-40E6-8EBB-CA829079A35D
E0CD0450-3051-40C2-A8DD-A2E69564300E,187,PRINCETON 003 (654) - KUTTAWA 852 (625sn) - CRITTENDEN COUNTY 189 (604),2,,KU,,,71BCA260-12E9-4135-8E2E-92069F08A5E1,1206896,LATTICE,,60.8,37.09670014,-88.0000748,2020-11-12 18:22:18.9979721,,ANCHOR STUB POLE,GOOD,691031 strs 211 and below that's left for alex,Completed,,,2020-11-11 13:30:03.3830000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,Steel Pole,,56,37.26758576,-87.15416159,2020-02-24 20:03:50.5333250,,OTHER: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75772668,-84.68728333,2022-01-05 17:02:35.3388290,,OTHER: Pole 4,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:34.9956315,,POST LEG: Pole 4,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75772668,-84.68727879,2022-01-05 17:02:34.9956315,,POST LEG: Pole 4,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
E3A5CA90-3C39-4281-9768-1FFC75AC8D60,127-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,6A766346-70BA-48A1-B611-97E21F2C16E3,1252270,Steel Pole,,56,37.26230058,-87.15713058,2020-02-24 20:12:06.9226919,,OTHER: Pole 3,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.9900171,,OTHER: Pole 3,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.5309601,,POLE WALL: Leg 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
58E7BF9B-BE18-4348-A614-CD6CED47E290,76,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,,KU,014701A0,,A16368D6-ADCE-4426-AF66-A28476629FAD,22000,Lattice,,,36.90577168,-84.06787437,2024-11-04 19:21:12.9471575,,POST LEG: Leg 3,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,,,56.5,37.26757872,-87.15415637,2020-02-24 20:03:50.4963211,,OTHER: Pole 3,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:35.3076295,,OTHER: Pole 3,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.3829429,,ENCROACHMENTS,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.9540127,,OTHER: Pole 2,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Steel Pole,,56,37.27514453,-87.15011044,2020-02-24 19:49:09.8986802,,RIGHT OF WAY,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Wood Pole,,56.5,37.27513749,-87.15010522,2020-02-24 19:49:09.6696777,Replaced due to relocation project,STRUCTURE APPEARANCE,REPLACED,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
58E7BF9B-BE18-4348-A614-CD6CED47E290,76,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,,KU,014701A0,,A16368D6-ADCE-4426-AF66-A28476629FAD,22000,Lattice,,,36.90577168,-84.06787437,2024-11-04 19:21:13.2591573,,OTHER: Pole 2,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Wood Pole,,56,37.27513749,-87.15010522,2020-02-24 19:49:09.9357059,,ENCROACHMENTS,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,,,56,37.26757872,-87.15415637,2020-02-24 20:03:49.8952823,,ENCROACHMENTS,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
5EEA5870-D023-4AF5-900E-214BC47ED3C2,37,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,FA42F29F-3C07-451A-BC61-D602A9057566,191995,Lattice,,150,37.69848582,-84.65740852,2022-01-10 14:37:58.4725596,,OTHER: Pole 5,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
5EEA5870-D023-4AF5-900E-214BC47ED3C2,37,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,FA42F29F-3C07-451A-BC61-D602A9057566,191995,Lattice,,150,37.69847859,-84.65740852,2022-01-10 14:37:56.4289632,,FOUNDATION: Leg 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:35.8224462,,INSULATOR,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75772668,-84.68727879,2022-01-05 17:02:35.8224462,,INSULATOR,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
5EEA5870-D023-4AF5-900E-214BC47ED3C2,37,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,FA42F29F-3C07-451A-BC61-D602A9057566,191995,Lattice,,150,37.69848582,-84.65741304,2022-01-10 14:37:56.4289632,,FOUNDATION: Leg 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
5EEA5870-D023-4AF5-900E-214BC47ED3C2,37,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,FA42F29F-3C07-451A-BC61-D602A9057566,191995,Lattice,,150,37.69847859,-84.65740852,2022-01-10 14:37:57.4741596,,POLE WALL: Leg 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,Steel Pole,,56,37.26757872,-87.15415637,2020-02-24 20:03:50.2002905,,POLE WALL: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,Steel Pole,,56,37.26758576,-87.15416159,2020-02-24 20:03:49.9312884,,POLE WALL: Leg 1,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:33.3918725,,FOUNDATION: Leg 2,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:33.3918725,,FOUNDATION: Leg 2,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75772668,-84.68727879,2022-01-05 17:02:33.3918725,,FOUNDATION: Leg 2,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:33.7320377,,BASE PLATE: Leg 2,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
BFC20C0F-0050-41C0-9570-1C40DD4E4FCD,121-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,,KU,,,79440995-B070-4CE2-A783-8E4578A93751,1252276,,,56.5,37.26869653,-87.15351078,2020-02-24 20:02:17.4537064,,POLE WALL: Leg 2,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
E3A5CA90-3C39-4281-9768-1FFC75AC8D60,127-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,6A766346-70BA-48A1-B611-97E21F2C16E3,1252270,Steel Pole,,56,37.26230058,-87.15713058,2020-02-24 20:12:06.3716537,,POLE WALL: Leg 2,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.4559602,,POLE WALL: Leg 2,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90726566,-84.07078253,2024-11-04 18:44:44.4910665,,POLE WALL: Leg 2,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Wood Pole,,56,37.27513749,-87.15010522,2020-02-24 19:49:09.8606971,,INSULATOR,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Steel Pole,,56,37.27513749,-87.15010522,2020-02-24 19:49:09.8606971,,INSULATOR,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
C71A322B-BE77-4645-BB8A-F81C8593F7F4,84,PINEVILLE 192 (624) - CARY 148 - ROCKY BRANCH 225 (604),,,KU,004103A0,,983C9259-9772-4174-843C-E8859AD3D0CC,5892,Wood Pole,,,36.79592434,-83.539491,2023-01-19 03:03:20.2872630,,CROSSARMS,GOOD,2023 Pine-Rocky section Buddy,Completed,,,2022-12-29 11:59:49.0100000,E637B494-DFE0-4151-8E8A-B08F000E2835
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90726566,-84.07078253,2024-11-04 18:44:44.6002682,,POLE WALL: Pole 2,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90727276,-84.07078683,2024-11-04 18:44:44.6002682,,POLE WALL: Pole 2,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:34.5432356,,POLE WALL: Pole 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:34.5432356,,POLE WALL: Pole 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26126429,-87.15770825,2020-02-24 20:13:49.0270199,,OTHER: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,,,61,37.26125725,-87.15770303,2020-02-24 20:13:48.7699438,,OTHER: Leg 1,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
5EEA5870-D023-4AF5-900E-214BC47ED3C2,37,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,FA42F29F-3C07-451A-BC61-D602A9057566,191995,Lattice,,150,37.69848582,-84.65740852,2022-01-10 14:37:57.4741596,,POLE WALL: Leg 1,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26126429,-87.15770825,2020-02-24 20:13:48.6819838,,POLE WALL: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,Steel Pole,,56,37.26758576,-87.15416159,2020-02-24 20:03:50.2002905,,POLE WALL: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,Steel Pole,,56,37.26757872,-87.15415637,2020-02-24 20:03:49.9312884,,POLE WALL: Leg 1,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,In Service,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90727276,-84.07078683,2024-11-04 18:44:44.8654720,,POST LEG: Pole 3,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,In Service,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,Lattice,,36.90727986,-84.07079113,2024-11-04 18:44:44.8654720,,POST LEG: Pole 3,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
455FDC48-3589-4D86-8273-2D420C973B97,128-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,7C711250-BC44-4239-AFD6-795ED0A6C6E0,1252269,Steel Pole,,61,37.26126429,-87.15770825,2020-02-24 20:13:48.1579288,,BONDING,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
1B03CE90-2B02-4C4E-984A-3B7FC13A42E4,114,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,,KU,,,B05CDA14-EA46-4A0E-8FFD-2816B1DF48CD,1252094,Wood Pole,,56.5,37.27513749,-87.15010522,2020-02-24 19:49:09.7126815,,BONDING,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,In Service,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,Tower,,36.90727986,-84.07079113,2024-11-04 18:44:43.7266759,,GROUNDLINE : C-Pole,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
93D8EE4A-77B1-497A-929C-3D9025340E46,122-RELO,HILLSIDE 007 (614) - GREEN RIVER 009 (634),1,In Service,KU,,,E062D619-C703-481C-A1B3-F8EE23D5828B,1252275,,,56,37.26757872,-87.15415637,2020-02-24 20:03:50.5333250,,OTHER: Pole 4,GOOD,Green River to Hillside Relo,Completed,,,2020-02-24 17:01:32.6370000,56509FBE-471B-4F6A-B1AB-A14A32613C77
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:35.3388290,,OTHER: Pole 4,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
28C6B973-36E8-461B-838C-FA990D2F52A1,17,BROWN NORTH 152 (924-932) - ALCALDE 194 - PINEVILLE 192 (954-932),2,In Service,KU,,,279EEBCE-36E6-4872-B2B6-6ABFF851C7F8,191975,Lattice,,130,37.75771944,-84.68727879,2022-01-05 17:02:35.3388290,,OTHER: Pole 4,GOOD,454015 Brown-Pineville first 75 strs Jody,Completed,,,2021-12-23 17:28:55.7400000,2D5A940E-18ED-4BF9-9C68-D53563D71346
CDCE3AE4-9AB9-4C7B-AB88-CC015B40AF80,77,FARLEY 128 (814) - PINEVILLE SWITCHING 149 (814),1,In Service,KU,014701A0,,FBE705AB-B6FE-400A-B401-E5753C32EC1D,22001,Lattice,,,36.90727276,-84.07078683,2024-11-04 18:44:43.8202729,,FOUNDATION: Leg 4,GOOD,614017 lI-171993 Farley sw,In-Progress,,,2024-11-01 17:36:33.9270000,DCFB9D96-4D9C-4727-A894-E027B6C26DD5
